"Implement a **PWA (Progressive Web App)**, demonstrating service workers for offline capabilities and push notifications for engagement.","Code_htmlcssjs"
"Describe the evolution of **responsive web design** techniques, from fluid grids to media queries and CSS custom properties.","Code_htmlcssjs"
"Explain the concept of a **Skip List** and its advantages over balanced trees for certain data storage and retrieval scenarios, particularly for concurrent access.","Code_data_structures"
"Discuss the differences between **Breadth-First Search (BFS) and Depth-First Search (DFS)** graph traversal algorithms and their applications.","Code_data_structures"
"Describe the implementation of a **Trie (prefix tree)** for efficient string searching, autocomplete, and spell checking.","Code_data_structures"
"Explain the principles of a **Suffix Array/Tree** and their applications in string matching and bioinformatics.","Code_data_structures"
"Implement a **disjoint set union (DSU) data structure** for problems involving connected components or cycle detection.","Code_data_structures"
"Discuss the use of **segment trees or Fenwick trees (BIT)** for efficient range queries and updates on an array.","Code_data_structures"
"Design a data structure that supports efficient **insertion, deletion, and finding the k-th smallest element** in O(log N) time.","Code_data_structures"
"Analyze the impact of **deforestation** on regional climates, biodiversity loss, and indigenous communities.","GK_environment"
"Discuss the causes and consequences of **ocean pollution** (e.g., plastic, oil spills) and international efforts to combat it.","GK_environment"
"Explain the concept of **carbon footprint** and strategies for individuals and organizations to reduce it.","GK_environment"
"Describe the formation and characteristics of **tropical cyclones/hurricanes/typhoons** and their increasing intensity due to climate change.","GK_environment"
"Evaluate the effectiveness of **renewable energy subsidies and policies** in accelerating the transition to clean energy.","GK_environment"
"Discuss the role of **citizen science initiatives** in environmental monitoring and data collection for conservation.","GK_environment"
"Analyze the ethical considerations of **environmental justice** and the disproportionate impact of pollution on marginalized communities.","GK_environment"
"Analyze the economic impact of **sports betting and fantasy sports** on the sports industry and ethical considerations.","GK_sports"
"Discuss the ethical dilemmas surrounding **transgender athletes** participation in sports and fairness concerns.","GK_sports"
"Evaluate the effectiveness of different **injury prevention strategies** in professional sports and athlete longevity.","GK_sports"
"Describe the history and cultural significance of **Olympics and Paralympics** as global sporting events.","GK_sports"
"Explain the business model of **sports merchandising and licensing** and its role in brand building.","GK_sports"
"Analyze the socio-political significance of **sports nationalism** and its role in fostering national identity and rivalries.","GK_sports"
"Discuss the challenges and opportunities of **professionalizing para-sports** and promoting inclusivity in sports.","GK_sports"
"Provide empathetic support to someone struggling with **chronic illness**, acknowledging their invisible struggles and offering practical assistance.","Chat_emotional_support"
